"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 03 22:35:01 EST 2023","Tue Jan 03 22:35:10 EST 2023","9526","test","selenium_test","","","","test_selenium",""
